TimeStamps,AnkleAccelerometer,,,AnkleAngularVelocity,,,AnkleLuminosity,RightPocketAccelerometer,,,RightPocketAngularVelocity,,,RightPocketLuminosity,BeltAccelerometer,,,BeltAngularVelocity,,,BeltLuminosity,NeckAccelerometer,,,NeckAngularVelocity,,,NeckLuminosity,WristAccelerometer,,,WristAngularVelocity,,,WristLuminosity,BrainSensor,Infrared1,Infrared2,Infrared3,Infrared4,Infrared5,Infrared6,Subject,Activity,Trial
,x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx),x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx),x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx),x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx),x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx),,,,,,,
2018-07-10T10:40:48.160204,-0.987,0.21,-0.226,2.317,-0.793,0.915,1406.758,0.979,-0.069,-0.008,-1.768,1.768,0.366,1.659,-0.32,-0.925,-0.315,6.22,-2.195,-2.439,154.619,-0.747,0.09,-0.747,8.537,4.451,8.354,626.292,-1.041,-0.34,0.251,56.159,-32.683,-40.122,602.762,171,1,1,1,1,0,0,11,5,1,7
2018-07-10T10:40:48.204324,-0.989,0.209,-0.222,1.159,-0.976,-0.793,1406.758,0.971,-0.055,-0.01,0.671,1.28,-0.488,1.659,-0.32,-0.925,-0.315,2.744,-6.341,-3.659,154.619,-0.733,0.091,-0.756,7.378,7.256,3.171,626.292,-1.036,-0.327,0.197,52.195,-35.122,-61.159,602.762,68,1,1,1,1,0,0,11,5,1,7
2018-07-10T10:40:48.249444,-0.989,0.209,-0.221,-0.305,-0.793,-1.646,1406.758,0.971,-0.055,-0.01,3.537,-0.244,-1.89,1.659,-0.305,-0.933,-0.308,-1.524,-8.537,-2.378,154.619,-0.733,0.091,-0.756,5.854,6.159,2.927,626.292,-1.011,-0.272,0.176,46.159,-35.183,-69.512,602.762,160,1,1,1,1,0,0,11,5,1,7
2018-07-10T10:40:48.297577,-0.989,0.209,-0.221,-1.768,-1.159,-2.622,1406.758,0.975,-0.045,-0.018,7.927,-1.341,-2.622,1.659,-0.269,-0.942,-0.318,-0.854,-10.061,-3.537,154.619,-0.732,0.08,-0.761,5.732,4.146,-0.671,626.292,-1.011,-0.272,0.176,33.902,-32.5,-75.671,602.762,117,1,1,1,1,0,0,11,5,1,7
2018-07-10T10:40:48.360748,-0.989,0.204,-0.22,-2.927,-0.976,-2.927,1406.758,0.981,-0.006,-0.026,5.976,-0.732,-1.951,1.659,-0.269,-0.942,-0.318,-0.61,-7.073,-2.317,154.619,-0.732,0.068,-0.752,1.951,0.061,-2.805,626.292,-0.975,-0.223,0.181,16.707,-32.561,-78.354,602.762,66,1,1,1,1,0,0,11,5,1,7
2018-07-10T10:40:48.419404,-0.99,0.195,-0.216,-2.317,-1.159,-2.683,1406.758,0.979,-0.001,-0.03,-0.671,0.122,-1.707,1.659,-0.261,-0.943,-0.333,0.915,-0.244,-0.122,154.619,-0.732,0.068,-0.752,-0.488,1.159,-3.963,626.292,-0.888,-0.177,0.225,-6.037,-18.171,-66.463,602.762,177,1,1,1,1,0,0,11,5,1,7
2018-07-10T10:40:48.489092,-0.993,0.198,-0.211,-1.098,-0.732,-1.341,1406.758,0.979,-0.001,-0.03,-2.561,1.037,-0.915,1.659,-0.273,-0.944,-0.342,2.439,2.683,1.159,154.619,-0.734,0.052,-0.753,-0.183,3.476,-2.439,626.292,-0.842,-0.135,0.295,-11.22,9.451,-21.524,602.762,156,1,1,1,1,0,0,11,5,1,7
2018-07-10T10:40:48.536218,-0.993,0.198,-0.211,-1.159,-0.427,-1.28,1406.758,0.988,-0.003,-0.026,-6.098,3.415,-0.366,1.659,-0.292,-0.937,-0.347,2.805,3.78,2.073,154.619,-0.732,0.043,-0.767,1.829,7.622,-1.768,626.292,-0.842,-0.135,0.295,-16.159,27.5,12.012,602.762,91,1,1,1,1,0,0,11,5,1,7
2018-07-10T10:40:48.582346,-0.992,0.2,-0.209,-0.488,-0.122,-0.793,1406.758,0.99,-0.016,-0.024,-6.463,5.183,-0.305,1.659,-0.292,-0.937,-0.347,2.378,3.902,3.171,154.619,-0.732,0.043,-0.767,2.683,5.671,-2.927,626.292,-0.925,-0.193,0.36,-10.793,42.805,46.037,602.762,22,1,1,1,1,0,0,11,5,1,7
2018-07-10T10:40:48.628468,-0.992,0.2,-0.209,-1.159,0.366,-1.098,1406.758,0.99,-0.016,-0.024,-7.561,7.622,0.305,1.659,-0.294,-0.932,-0.358,5.915,2.927,1.524,154.619,-0.702,0.04,-0.77,5.732,15.305,-0.793,626.292,-0.925,-0.193,0.36,3.963,56.159,76.768,602.762,12,1,1,1,1,0,0,11,5,1,7
2018-07-10T10:40:48.747791,-0.997,0.194,-0.211,-6.22,4.878,-7.439,1406.758,0.978,-0.006,-0.003,-8.841,21.585,3.415,1.659,-0.305,-0.914,-0.369,5.793,2.622,3.78,154.619,-0.643,0.032,-0.809,3.476,21.098,-3.232,626.292,-1.198,-0.293,0.484,5.183,46.098,107.5,602.762,76,1,1,1,1,0,0,11,5,1,7
2018-07-10T10:40:48.795924,-0.997,0.194,-0.211,-6.707,7.195,-9.146,1406.758,0.978,-0.006,-0.003,-9.39,27.927,3.171,1.659,-0.299,-0.875,-0.361,8.598,0.671,3.11,154.619,-0.643,0.032,-0.809,-3.11,14.146,0.976,626.292,-1.198,-0.293,0.484,-7.195,24.756,94.878,602.762,52,1,1,1,1,0,0,11,5,1,7
2018-07-10T10:40:48.843050,-0.986,0.173,-0.228,-6.585,8.293,-8.78,1406.758,0.97,-0.017,0.005,-5.366,28.232,4.085,1.659,-0.299,-0.875,-0.361,2.378,0.854,6.037,154.619,-0.587,0.034,-0.792,-0.549,20.305,-1.89,626.292,-1.085,-0.347,0.459,-1.402,0.427,76.22,602.762,66,1,1,1,1,0,0,11,5,1,7
