TimeStamps,AnkleAccelerometer,,,AnkleAngularVelocity,,,AnkleLuminosity,RightPocketAccelerometer,,,RightPocketAngularVelocity,,,RightPocketLuminosity,BeltAccelerometer,,,BeltAngularVelocity,,,BeltLuminosity,NeckAccelerometer,,,NeckAngularVelocity,,,NeckLuminosity,WristAccelerometer,,,WristAngularVelocity,,,WristLuminosity,BrainSensor,Infrared1,Infrared2,Infrared3,Infrared4,Infrared5,Infrared6,Subject,Activity,Trial
,x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx),x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx),x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx),x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx),x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx),,,,,,,
2018-07-09T13:43:04.590099,0.963,-0.113,0.05,-0.183,1.707,-0.427,236.169,-0.657,-0.766,-0.103,-3.171,-2.805,-0.427,11.258,0.526,0.773,-0.14,-1.89,4.817,0.183,37.917,-0.632,0.366,-0.76,-0.61,1.768,-3.78,89.186,0.956,0.166,0.248,-4.634,11.22,-21.463,312.558,98,1,1,1,1,1,1,10,5,3,7
2018-07-09T13:43:04.639231,0.963,-0.113,0.05,-0.671,1.28,-0.244,236.169,-0.655,-0.766,-0.1,-1.585,-2.683,-0.122,11.258,0.523,0.772,-0.138,-3.171,3.841,-0.61,37.917,-0.642,0.362,-0.758,-0.305,-1.829,-3.293,89.186,0.95,0.132,0.219,-10.488,12.073,-22.195,312.558,18,1,1,1,1,1,1,10,5,3,7
2018-07-09T13:43:04.682851,0.966,-0.113,0.051,-0.732,1.098,-0.427,236.169,-0.655,-0.765,-0.1,0.549,-1.951,0.183,11.258,0.523,0.772,-0.138,-2.927,2.561,-0.732,37.917,-0.642,0.362,-0.758,0.061,-6.402,-2.317,89.186,0.95,0.132,0.219,-13.293,11.829,-19.207,312.558,-20,1,1,1,1,1,1,10,5,3,7
2018-07-09T13:43:04.728974,0.966,-0.113,0.051,-0.854,0.854,-0.427,236.169,-0.655,-0.765,-0.1,1.646,-0.854,0.122,11.258,0.523,0.772,-0.13,-2.317,1.341,-1.585,37.917,-0.645,0.357,-0.752,2.195,-1.829,-0.732,89.186,0.92,0.125,0.202,-10.244,11.951,-13.171,312.558,129,1,1,1,1,1,1,10,5,3,7
2018-07-09T13:43:04.776103,0.963,-0.11,0.05,-0.915,0.549,-0.244,236.169,-0.652,-0.758,-0.096,2.805,1.89,0.732,11.258,0.523,0.772,-0.13,-3.171,-0.244,-1.829,37.917,-0.649,0.354,-0.746,3.171,-4.085,0,89.186,0.92,0.125,0.202,-6.707,8.171,-5.244,312.558,105,1,1,1,1,1,1,10,5,3,7
2018-07-09T13:43:04.823229,0.965,-0.113,0.051,-1.524,0.244,0.427,236.169,-0.652,-0.758,-0.096,2.805,0.976,1.22,11.258,0.521,0.768,-0.131,-4.817,-0.244,0.671,37.917,-0.649,0.354,-0.746,3.841,-1.646,0.061,89.186,0.914,0.161,0.201,-4.085,0.305,7.622,312.558,198,1,1,1,1,1,1,10,5,3,7
2018-07-09T13:43:04.881390,0.965,-0.113,0.051,-1.402,-0.061,0.549,236.169,-0.655,-0.76,-0.098,3.293,1.646,0.671,11.258,0.524,0.769,-0.134,-2.439,-2.378,1.098,37.917,-0.652,0.352,-0.745,5.061,-1.585,0.366,89.186,0.93,0.192,0.204,-2.134,-2.317,9.329,312.558,96,1,1,1,1,1,1,10,5,3,7
2018-07-09T13:43:04.940049,0.978,-0.121,0.041,-2.378,-0.488,0.61,236.169,-0.652,-0.768,-0.11,3.171,1.585,0.732,11.258,0.524,0.769,-0.134,-2.073,-2.5,1.89,37.917,-0.661,0.358,-0.753,4.512,-0.183,3.171,89.186,0.955,0.203,0.218,-2.805,-5.183,6.098,312.558,60,1,1,1,1,1,1,10,5,3,7
2018-07-09T13:43:04.981663,0.978,-0.121,0.041,-2.988,-0.427,0.976,236.169,-0.652,-0.768,-0.11,2.317,2.622,-0.061,11.258,0.522,0.774,-0.173,-0.549,-2.927,2.134,37.917,-0.661,0.358,-0.753,4.451,1.463,2.988,89.186,0.955,0.203,0.218,-2.805,-6.159,3.963,312.558,-73,1,1,1,1,1,1,10,5,3,7
2018-07-09T13:43:05.026784,0.972,-0.12,0.048,0.488,-2.012,0.366,236.169,-0.635,-0.791,-0.14,1.463,3.598,-2.012,5.333,0.522,0.774,-0.173,1.89,-5.549,1.098,37.917,-0.658,0.352,-0.75,5.61,2.195,3.841,89.186,0.958,0.202,0.249,-8.476,-5.366,1.951,312.558,60,1,1,1,1,1,1,10,5,3,7
